REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,EDU,EDU_LABEL,TIME_PERIOD,VALUE
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2024,35.376
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_ADV,Advanced,2024,153.117
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_LTB,Less than basic,2021,
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_LTB,Less than basic,2021,
GRC,Greece,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_LTB,Less than basic,2021,
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_TOTAL,Total,2024,807.461
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_LTB,Less than basic,2024,
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_BAS,Basic,2024,58.852
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_INT,Intermediate,2024,157.068
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_ADV,Advanced,2024,591.499
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_TOTAL,Total,2024,458.141
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_LTB,Less than basic,2024,
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_BAS,Basic,2024,45.642
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_INT,Intermediate,2024,116.215
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_ADV,Advanced,2024,296.241
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_TOTAL,Total,2024,349.32
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_LTB,Less than basic,2024,
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_BAS,Basic,2024,13.21
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2024,40.852
PRT,Portugal,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_ADV,Advanced,2024,295.258
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_TOTAL,Total,2024,1223.672
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_LTB,Less than basic,2024,2.026
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_BAS,Basic,2024,57.702
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_INT,Intermediate,2024,361.936
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_ADV,Advanced,2024,802.009
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_X,Level not stated,2023,
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_TOTAL,Total,2024,646.355
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_LTB,Less than basic,2024,1.303
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_BAS,Basic,2024,42.863
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_INT,Intermediate,2024,243.257
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_ADV,Advanced,2024,358.933
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_X,Level not stated,2023,
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_TOTAL,Total,2024,577.317
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_LTB,Less than basic,2024,0.723
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_BAS,Basic,2024,14.839
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2024,118.679
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_ADV,Advanced,2024,443.077
ARG,Argentina,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_X,Level not stated,2023,
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_TOTAL,Total,2024,9405.903
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_LTB,Less than basic,2024,28.632
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_BAS,Basic,2024,181.558
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_INT,Intermediate,2024,3770.643
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_ADV,Advanced,2024,5424.845
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_X,Level not stated,2024,
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_TOTAL,Total,2024,4997.278
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_LTB,Less than basic,2024,20.147
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_BAS,Basic,2024,140.974
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_INT,Intermediate,2024,2043.302
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_ADV,Advanced,2024,2792.63
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_X,Level not stated,2024,
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_TOTAL,Total,2024,4408.625
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_LTB,Less than basic,2024,8.485
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_BAS,Basic,2024,40.584
BRA,Brazil,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2024,1727.341
