REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,OC2,OC2_LABEL,TIME_PERIOD,VALUE
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_31,31 - Science and engineering associate professionals,2024,277.493
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_32,32 - Health associate professionals,2024,279.146
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_33,33 - Business and administration associate professionals,2024,502.585
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_34,"34 - Legal, social, cultural and related associate professionals",2024,77.723
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_35,35 - Information and communications technicians,2024,306.123
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_41,41 - General and keyboard clerks,2024,355.406
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_42,42 - Customer services clerks,2024,197.195
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_43,43 - Numerical and material recording clerks,2024,281.664
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_44,44 - Other clerical support workers,2024,384.746
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_51,51 - Personal service workers,2024,895.472
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_52,52 - Sales workers,2024,1494.793
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_53,53 - Personal care workers,2024,85.581
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_54,54 - Protective services workers,2024,358.1
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_61,61 - Market-oriented skilled agricultural workers,2024,333.238
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_62,"62 - Market-oriented skilled forestry, fishery and hunting workers",2024,153.073
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_63,"63 - Subsistence farmers, fishers, hunters and gatherers",2024,0.674
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_71,"71 - Building and related trades workers, excluding electricians",2024,2438.444
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_72,"72 - Metal, machinery and related trades workers",2024,722.556
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_73,73 - Handicraft and printing workers,2024,250.672
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_74,74 - Electrical and electronic trades workers,2024,255.548
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_75,"75 - Food processing, wood working, garment and other craft and related trades workers",2024,1549.683
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_81,81 - Stationary plant and machine operators,2024,4495.914
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_82,82 - Assemblers,2024,846.059
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_83,83 - Drivers and mobile plant operators,2024,1155.25
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_91,91 - Cleaners and helpers,2024,452.162
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_92,"92 - Agricultural, forestry and fishery labourers",2024,1415.088
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_93,"93 - Labourers in mining, construction, manufacturing and transport",2024,2929.127
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_94,94 - Food preparation assistants,2024,139.16
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_95,95 - Street and related sales and service workers,2024,48.14
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_96,96 - Refuse workers and other elementary workers,2024,518.237
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_T,Total,OC2_ISCO08_X,Not elsewhere classified,2020,2.109
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_TOTAL,Total,2024,15337.127
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_01,01 - Commissioned armed forces officers,2024,98.225
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_02,02 - Non-commissioned armed forces officers,2024,145.386
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_03,"03 - Armed forces occupations, other ranks",2024,14.999
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_11,"11 - Chief executives, senior officials and legislators",2024,27.907
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_12,12 - Administrative and commercial managers,2024,
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_13,13 - Production and specialised services managers,2024,3.167
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_14,"14 - Hospitality, retail and other services managers",2024,203.696
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_21,21 - Science and engineering professionals,2024,462.81
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_22,22 - Health professionals,2024,101.133
VNM,Viet Nam,A,Annual,EES_TEES_NB,Employees,SEX_M,Male,OC2_ISCO08_23,23 - Teaching professionals,2024,293.835
