REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,INS,INS_LABEL,TIME_PERIOD,VALUE
ISR,Israel,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_TOTAL,Total,2023,282.472
ISR,Israel,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_PUB,Public,2023,105.377
ISR,Israel,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_PRI,Private,2023,175.646
ISR,Israel,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_X,Not elsewhere classified,2023,1.448
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_TOTAL,Total,2022,395.435
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_PUB,Public,2022,269.133
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_PRI,Private,2022,126.302
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_TOTAL,Total,2022,270.852
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_PUB,Public,2022,180.006
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_PRI,Private,2022,90.847
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_TOTAL,Total,2022,124.583
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_PUB,Public,2022,89.127
KEN,Kenya,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_PRI,Private,2022,35.456
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_TOTAL,Total,2019,1027.905
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_PUB,Public,2019,427.783
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_PRI,Private,2019,600.121
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_TOTAL,Total,2019,577.576
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_PUB,Public,2019,203.081
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_PRI,Private,2019,374.495
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_TOTAL,Total,2019,450.329
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_PUB,Public,2019,224.702
NGA,Nigeria,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_PRI,Private,2019,225.626
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_TOTAL,Total,2024,2336.886
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_PUB,Public,2024,815.452
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_T,Total,INS_SECTOR_PRI,Private,2024,1521.434
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_TOTAL,Total,2024,1425.848
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_PUB,Public,2024,378.39
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_M,Male,INS_SECTOR_PRI,Private,2024,1047.459
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_TOTAL,Total,2024,911.038
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_PUB,Public,2024,437.063
TUR,Türkiye,A,Annual,EES_STEM_NB,Employees in STEM occupations,SEX_F,Female,INS_SECTOR_PRI,Private,2024,473.976
