REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,EC2,EC2_LABEL,TIME_PERIOD,VALUE
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_TOTAL,Total,2024,834.712
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_A01,"01 - Crop and animal production, hunting and related service activities",2024,1.118
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_A02,02 - Forestry and logging,2024,4.757
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_B06,06 - Extraction of crude petroleum and natural gas,2024,0.427
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_B07,07 - Mining of metal ores,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_B08,08 - Other mining and quarrying,2024,1.464
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C10,10 - Manufacture of food products,2024,4.967
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C11,11 - Manufacture of beverages,2024,2.354
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C13,13 - Manufacture of textiles,2024,1.126
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C14,14 - Manufacture of wearing apparel,2024,0.147
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C15,15 - Manufacture of leather and related products,2022,0.397
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C16,"16 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024,4.303
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C17,17 - Manufacture of paper and paper products,2024,2.599
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C18,18 - Printing and reproduction of recorded media,2024,1.834
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C19,19 - Manufacture of coke and refined petroleum products,2024,1.0
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C20,20 - Manufacture of chemicals and chemical products,2024,7.514
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C21,"21 - Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024,10.779
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C22,22 - Manufacture of rubber and plastics products,2024,7.13
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C23,23 - Manufacture of other non-metallic mineral products,2024,4.417
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C24,24 - Manufacture of basic metals,2024,10.652
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C25,"25 - Manufacture of fabricated metal products, except machinery and equipment",2024,13.859
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C26,"26 - Manufacture of computer, electronic and optical products",2024,18.271
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C27,27 - Manufacture of electrical equipment,2024,17.034
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C28,28 - Manufacture of machinery and equipment n.e.c.,2024,25.97
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C29,"29 - Manufacture of motor vehicles, trailers and semi-trailers",2024,11.944
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C30,30 - Manufacture of other transport equipment,2024,5.244
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C31,31 - Manufacture of furniture,2024,0.851
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C32,32 - Other manufacturing,2024,7.539
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_C33,33 - Repair and installation of machinery and equipment,2024,8.704
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_D35,"35 - Electricity, gas, steam and air conditioning supply",2024,11.117
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_E36,"36 - Water collection, treatment and supply",2024,0.678
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_E37,37 - Sewerage,2024,0.912
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_E38,"38 - Waste collection, treatment and disposal activities; materials recovery",2024,1.086
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_E39,39 - Remediation activities and other waste management services,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_F41,41 - Construction of buildings,2024,27.195
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_F42,42 - Civil engineering,2024,14.249
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_F43,43 - Specialized construction activities,2024,24.273
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_G45,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,2024,3.065
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_G46,"46 - Wholesale trade, except of motor vehicles and motorcycles",2024,20.512
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_G47,"47 - Retail trade, except of motor vehicles and motorcycles",2024,32.224
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_H49,49 - Land transport and transport via pipelines,2024,3.103
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_H50,50 - Water transport,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_H51,51 - Air transport,2024,2.992
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_H52,52 - Warehousing and support activities for transportation,2024,11.173
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_H53,53 - Postal and courier activities,2024,0.83
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_I55,55 - Accommodation,2024,1.487
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_I56,56 - Food and beverage service activities,2024,1.477
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_J58,58 - Publishing activities,2024,3.79
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_J59,"59 - Motion picture, video and television programme production, sound recording and music publishing activities",2024,2.294
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_J60,60 - Programming and broadcasting activities,2024,2.003
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_J61,61 - Telecommunications,2024,6.024
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_J62,"62 - Computer programming, consultancy and related activities",2024,83.244
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_J63,63 - Information service activities,2024,6.124
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_K64,"64 - Financial service activities, except insurance and pension funding",2024,6.527
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_K65,"65 - Insurance, reinsurance and pension funding, except compulsory social security",2024,2.487
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_K66,66 - Activities auxiliary to financial service and insurance activities,2024,3.772
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_L68,68 - Real estate activities,2024,1.315
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_M69,69 - Legal and accounting activities,2024,0.579
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_M70,70 - Activities of head offices; management consultancy activities,2024,10.874
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_M71,71 - Architectural and engineering activities; technical testing and analysis,2024,47.589
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_M72,72 - Scientific research and development,2024,12.193
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_M73,73 - Advertising and market research,2024,10.484
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_M74,"74 - Other professional, scientific and technical activities",2024,9.838
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_M75,75 - Veterinary activities,2024,5.241
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_N77,77 - Rental and leasing activities,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_N78,78 - Employment activities,2024,0.172
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_N79,"79 - Travel agency, tour operator, reservation service and related activities",2024,0.866
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_N80,80 - Security and investigation activities,2024,0.659
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_N81,81 - Services to buildings and landscape activities,2024,3.026
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_N82,"82 - Office administrative, office support and other business support activities",2024,1.62
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_O84,84 - Public administration and defence; compulsory social security,2024,36.758
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_P85,85 - Education,2024,19.941
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_Q86,86 - Human health activities,2024,180.836
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_Q87,87 - Residential care activities,2024,17.869
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_Q88,88 - Social work activities without accommodation,2024,8.186
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_R90,"90 - Creative, arts and entertainment activities",2024,1.692
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_R91,"91 - Libraries, archives, museums and other cultural activities",2024,0.952
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_R92,92 - Gambling and betting activities,2024,1.237
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_R93,93 - Sports activities and amusement and recreation activities,2024,1.611
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_S94,94 - Activities of membership organizations,2024,5.896
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_S95,95 - Repair of computers and personal and household goods,2024,0.272
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_S96,96 - Other personal service activities,2024,5.184
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_T97,97 - Activities of households as employers of domestic personnel,2019,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,EC2_ISIC4_U99,99 - Activities of extraterritorial organizations and bodies,2024,0.629
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_TOTAL,Total,2024,529.083
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_A01,"01 - Crop and animal production, hunting and related service activities",2024,1.017
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_A02,02 - Forestry and logging,2024,4.245
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_B06,06 - Extraction of crude petroleum and natural gas,2024,0.427
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_B07,07 - Mining of metal ores,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_B08,08 - Other mining and quarrying,2024,1.283
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C10,10 - Manufacture of food products,2024,3.624
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C11,11 - Manufacture of beverages,2024,2.231
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C13,13 - Manufacture of textiles,2024,0.917
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C14,14 - Manufacture of wearing apparel,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C15,15 - Manufacture of leather and related products,2022,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C16,"16 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2024,3.602
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C17,17 - Manufacture of paper and paper products,2024,2.163
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C18,18 - Printing and reproduction of recorded media,2024,1.455
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C19,19 - Manufacture of coke and refined petroleum products,2024,0.591
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C20,20 - Manufacture of chemicals and chemical products,2024,6.126
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C21,"21 - Manufacture of pharmaceuticals, medicinal chemical and botanical products",2024,6.556
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C22,22 - Manufacture of rubber and plastics products,2024,6.09
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C23,23 - Manufacture of other non-metallic mineral products,2024,3.794
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C24,24 - Manufacture of basic metals,2024,9.652
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C25,"25 - Manufacture of fabricated metal products, except machinery and equipment",2024,12.133
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C26,"26 - Manufacture of computer, electronic and optical products",2024,14.574
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C27,27 - Manufacture of electrical equipment,2024,14.933
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C28,28 - Manufacture of machinery and equipment n.e.c.,2024,23.71
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C29,"29 - Manufacture of motor vehicles, trailers and semi-trailers",2024,11.217
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C30,30 - Manufacture of other transport equipment,2024,4.854
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C31,31 - Manufacture of furniture,2024,0.851
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C32,32 - Other manufacturing,2024,5.836
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_C33,33 - Repair and installation of machinery and equipment,2024,8.019
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_D35,"35 - Electricity, gas, steam and air conditioning supply",2024,9.131
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_E36,"36 - Water collection, treatment and supply",2024,0.678
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_E37,37 - Sewerage,2024,0.87
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_E38,"38 - Waste collection, treatment and disposal activities; materials recovery",2024,0.682
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_E39,39 - Remediation activities and other waste management services,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_F41,41 - Construction of buildings,2024,25.398
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_F42,42 - Civil engineering,2024,13.575
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_F43,43 - Specialized construction activities,2024,22.407
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_G45,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,2024,2.794
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_G46,"46 - Wholesale trade, except of motor vehicles and motorcycles",2024,15.496
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_G47,"47 - Retail trade, except of motor vehicles and motorcycles",2024,12.155
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_H49,49 - Land transport and transport via pipelines,2024,2.396
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_H50,50 - Water transport,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_H51,51 - Air transport,2024,2.71
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_H52,52 - Warehousing and support activities for transportation,2024,10.055
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_H53,53 - Postal and courier activities,2024,0.754
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_I55,55 - Accommodation,2024,0.894
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_I56,56 - Food and beverage service activities,2024,1.296
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_J58,58 - Publishing activities,2024,2.372
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_J59,"59 - Motion picture, video and television programme production, sound recording and music publishing activities",2024,1.696
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_J60,60 - Programming and broadcasting activities,2024,1.402
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_J61,61 - Telecommunications,2024,5.35
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_J62,"62 - Computer programming, consultancy and related activities",2024,66.507
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_J63,63 - Information service activities,2024,4.976
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_K64,"64 - Financial service activities, except insurance and pension funding",2024,4.306
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_K65,"65 - Insurance, reinsurance and pension funding, except compulsory social security",2024,1.76
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_K66,66 - Activities auxiliary to financial service and insurance activities,2024,3.405
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_L68,68 - Real estate activities,2024,0.867
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_M69,69 - Legal and accounting activities,2024,0.579
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_M70,70 - Activities of head offices; management consultancy activities,2024,8.06
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_M71,71 - Architectural and engineering activities; technical testing and analysis,2024,34.651
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_M72,72 - Scientific research and development,2024,7.616
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_M73,73 - Advertising and market research,2024,4.92
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_M74,"74 - Other professional, scientific and technical activities",2024,4.803
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_M75,75 - Veterinary activities,2024,1.392
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_N77,77 - Rental and leasing activities,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_N78,78 - Employment activities,2024,
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_N79,"79 - Travel agency, tour operator, reservation service and related activities",2024,0.415
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_N80,80 - Security and investigation activities,2024,0.659
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_N81,81 - Services to buildings and landscape activities,2024,2.512
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_N82,"82 - Office administrative, office support and other business support activities",2024,1.202
AUT,Austria,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,EC2_ISIC4_O84,84 - Public administration and defence; compulsory social security,2024,23.144
