REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,OCU,OCU_LABEL,TIME_PERIOD,VALUE
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2024,14.732
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2024,17.904
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2024,9.055
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2024,16.348
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,-14.917
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2024,30.489
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,37.57
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2024,17.46
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_0,0. Armed forces occupations,2024,1.032
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_TOTAL,Total,2021,5.728
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_1,"1. Legislators, senior officials and managers",2021,17.453
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_2,2. Professionals,2021,17.323
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_3,3. Technicians and associate professionals,2021,14.106
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_4,4. Clerks,2021,15.42
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_5,5. Service workers and shop and market sales workers,2021,20.754
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_6,6. Skilled agricultural and fishery workers,2021,-15.897
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_7,7. Craft and related trades workers,2021,22.864
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_8,8. Plant and machine operators and assemblers,2021,54.152
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_9,9. Elementary occupations,2021,6.113
PER,Peru,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_0,0. Armed forces,2021,-28.934
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2024,0.858
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,9.938
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2024,9.598
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2024,-12.47
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2024,-8.124
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2024,0.858
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2024,9.212
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2024,14.396
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2024,5.492
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2024,5.987
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2024,14.917
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,19.249
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2024,26.158
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,15.461
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2024,-12.47
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_0,0. Armed forces occupations,2024,-8.124
URY,Uruguay,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_X,X. Not elsewhere classified,2022,
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2024,15.321
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,24.558
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2024,17.529
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2024,22.284
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2024,15.321
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2024,26.905
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2024,23.28
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2024,21.658
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2024,5.925
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2024,23.549
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,20.048
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2024,25.272
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,17.672
USA,United States of America,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2024,22.284
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2023,13.455
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2023,31.423
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2023,14.712
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2023,26.543
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2023,-4.937
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_TOTAL,Total,2015,6.018
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_1,"1. Legislators, senior officials and managers",2015,-22.873
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_2,2. Professionals,2015,24.145
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_3,3. Technicians and associate professionals,2015,17.727
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_4,4. Clerks,2015,8.75
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_5,5. Service workers and shop and market sales workers,2015,23.127
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_6,6. Skilled agricultural and fishery workers,2015,23.474
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_7,7. Craft and related trades workers,2015,29.785
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_8,8. Plant and machine operators and assemblers,2015,6.807
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_9,9. Elementary occupations,2015,28.647
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_X,X. Not elsewhere classified,2015,3.15
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2023,13.455
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2023,25.662
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2023,30.171
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2023,16.057
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2023,9.557
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2023,22.463
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2023,26.438
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2023,23.828
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2023,7.228
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2023,26.543
IDN,Indonesia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_0,0. Armed forces occupations,2023,-4.937
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2024,21.964
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,23.101
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2024,22.433
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2024,27.698
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2020,-11.63
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_TOTAL,Total,2020,21.196
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_1,"1. Legislators, senior officials and managers",2020,17.325
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_2,2. Professionals,2020,17.095
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_3,3. Technicians and associate professionals,2020,31.098
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_4,4. Clerks,2020,14.854
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_5,5. Service workers and shop and market sales workers,2020,32.279
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_6,6. Skilled agricultural and fishery workers,2020,22.045
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_7,7. Craft and related trades workers,2020,35.313
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_8,8. Plant and machine operators and assemblers,2020,34.869
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_9,9. Elementary occupations,2020,27.896
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_X,X. Not elsewhere classified,2020,-11.63
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2024,21.964
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2024,7.425
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2024,20.751
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2024,33.843
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2024,16.722
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2024,32.054
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,30.85
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2024,32.774
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,26.012
IND,India,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2024,27.698
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2022,29.29
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2022,29.29
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2022,22.56
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2022,34.83
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2022,28.56
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2022,36.31
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2022,22.11
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2022,34.58
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2022,21.21
KOR,Republic of Korea,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2022,11.54
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2020,0.0
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2020,0.0
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2020,13.51
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2020,14.71
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2020,0.0
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2020,20.0
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2020,18.18
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2020,0.0
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2020,10.0
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2020,10.0
MYS,Malaysia,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2020,10.0
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2023,-12.661
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2023,-0.715
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2023,5.326
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2023,-15.51
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2023,-25.658
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_TOTAL,Total,2015,-12.12
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_1,"1. Legislators, senior officials and managers",2015,11.863
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_2,2. Professionals,2015,8.917
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_3,3. Technicians and associate professionals,2015,8.85
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_4,4. Clerks,2015,4.553
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_5,5. Service workers and shop and market sales workers,2015,24.652
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_6,6. Skilled agricultural and fishery workers,2015,35.268
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_7,7. Craft and related trades workers,2015,32.752
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_8,8. Plant and machine operators and assemblers,2015,14.878
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_9,9. Elementary occupations,2015,-11.274
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_0,0. Armed forces,2015,-12.96
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_X,X. Not elsewhere classified,2015,-15.462
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2023,-12.661
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2023,7.915
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2023,3.913
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2023,0.621
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2023,-1.657
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2023,11.707
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2023,-27.913
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2023,27.963
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2023,18.362
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2023,-15.51
PHL,Philippines,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_0,0. Armed forces occupations,2023,-25.658
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2024,-3.641
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,7.707
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2024,5.558
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2024,-1.288
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2024,8.756
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2024,-3.641
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2024,-11.857
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2024,11.273
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2024,15.688
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2024,2.335
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2024,18.664
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,9.637
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2024,17.103
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,14.382
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2024,-1.288
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_X,X. Not elsewhere classified,2024,-51.134
THA,Thailand,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_0,0. Armed forces occupations,2024,6.61
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2024,8.691
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,14.675
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2024,12.176
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2024,13.387
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2024,-1.04
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2024,8.691
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2024,5.927
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2024,14.358
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2024,13.803
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2024,0.542
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2024,9.36
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,16.656
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2024,17.301
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,16.239
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2024,13.387
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_0,0. Armed forces occupations,2024,-1.04
VNM,Viet Nam,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_X,X. Not elsewhere classified,2020,
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2024,5.447
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,8.013
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2024,9.596
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2024,4.144
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2024,5.447
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2024,10.556
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2024,5.593
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2024,12.96
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2024,-9.512
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2024,17.338
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,11.113
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2024,23.44
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,7.484
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2024,4.144
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2024,
EGY,Egypt,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_X,X. Not elsewhere classified,2024,
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2021,18.75
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2021,18.75
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2021,18.88
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2021,24.82
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2021,25.22
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2021,7.3
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2021,20.76
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2018,-0.67
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2021,22.14
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2021,17.12
