REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,OCU,OCU_LABEL,TIME_PERIOD,VALUE
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2021,4.99
ISR,Israel,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_X,X. Not elsewhere classified,2021,23.79
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2019,8.124
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2019,32.776
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2019,-25.234
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2019,13.482
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2019,-94.816
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2019,8.124
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2019,39.514
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2019,24.603
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2019,40.423
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2019,34.179
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2019,4.534
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2019,21.38
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2019,-661.211
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2019,-38.18
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2019,13.482
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_0,0. Armed forces occupations,2019,-92.101
KEN,Kenya,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_X,X. Not elsewhere classified,2019,
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2024,5.939
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,8.593
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2024,19.543
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2024,10.531
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2024,5.939
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2024,10.563
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2024,11.416
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2024,12.991
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2024,7.56
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2024,31.357
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,11.869
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2024,20.164
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,19.933
TUR,Türkiye,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2024,10.531
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_TOTAL,Total,2019,9.52
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2015,34.421
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L2,Skill level 2 ~ medium,2015,-2.516
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_L1,Skill level 1 ~ low,2015,29.195
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_SKILL_X,Not elsewhere classified,2015,5.161
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_TOTAL,Total,2015,20.001
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_1,"1. Legislators, senior officials and managers",2015,36.669
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_2,2. Professionals,2015,21.338
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_3,3. Technicians and associate professionals,2015,15.051
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_4,4. Clerks,2015,-1.799
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_5,5. Service workers and shop and market sales workers,2015,3.048
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_6,6. Skilled agricultural and fishery workers,2015,54.779
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_7,7. Craft and related trades workers,2015,33.984
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_8,8. Plant and machine operators and assemblers,2015,29.271
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_9,9. Elementary occupations,2015,29.195
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_0,0. Armed forces,2015,-37.217
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO88_X,X. Not elsewhere classified,2015,26.897
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_TOTAL,Total,2019,9.52
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_1,1. Managers,2019,-16.47
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_2,2. Professionals,2019,8.85
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_3,3. Technicians and associate professionals,2019,8.78
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_4,4. Clerical support workers,2019,-3.85
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_5,5. Service and sales workers,2019,10.0
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2019,25.0
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_7,7. Craft and related trades workers,2019,14.63
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2019,6.25
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_9,9. Elementary occupations,2019,13.85
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_0,0. Armed forces occupations,2018,13.33
ZAF,South Africa,A,Annual,EAR_GGAP_RT,Gender pay gap,OCU_ISCO08_X,X. Not elsewhere classified,2019,-20.0
