REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,AGE,AGE_LABEL,OC2,OC2_LABEL,TIME_PERIOD,VALUE
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_TOTAL,Total,2024,4488.847
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_01,01 - Commissioned armed forces officers,2024,1.908
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_02,02 - Non-commissioned armed forces officers,2024,7.023
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_03,"03 - Armed forces occupations, other ranks",2024,2.577
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_11,"11 - Chief executives, senior officials and legislators",2024,33.645
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_12,12 - Administrative and commercial managers,2024,87.853
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_13,13 - Production and specialised services managers,2024,75.114
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_14,"14 - Hospitality, retail and other services managers",2024,34.392
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_21,21 - Science and engineering professionals,2024,152.315
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_22,22 - Health professionals,2024,194.931
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_23,23 - Teaching professionals,2024,245.02
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_24,24 - Business and administration professionals,2024,155.075
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_25,25 - Information and communications technology professionals,2024,129.432
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_26,"26 - Legal, social and cultural professionals",2024,144.575
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_31,31 - Science and engineering associate professionals,2024,225.082
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_32,32 - Health associate professionals,2024,78.627
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_33,33 - Business and administration associate professionals,2024,365.972
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_34,"34 - Legal, social, cultural and related associate professionals",2024,98.685
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_35,35 - Information and communications technicians,2024,38.143
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_41,41 - General and keyboard clerks,2024,197.241
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_42,42 - Customer services clerks,2024,68.146
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_43,43 - Numerical and material recording clerks,2024,130.502
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_44,44 - Other clerical support workers,2024,31.65
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_51,51 - Personal service workers,2024,265.151
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_52,52 - Sales workers,2024,315.701
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_53,53 - Personal care workers,2024,156.876
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_54,54 - Protective services workers,2024,44.628
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_61,61 - Market-oriented skilled agricultural workers,2024,116.898
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_62,"62 - Market-oriented skilled forestry, fishery and hunting workers",2024,6.634
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_71,"71 - Building and related trades workers, excluding electricians",2024,171.89
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_72,"72 - Metal, machinery and related trades workers",2024,173.653
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_73,73 - Handicraft and printing workers,2024,16.84
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_74,74 - Electrical and electronic trades workers,2024,74.126
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_75,"75 - Food processing, wood working, garment and other craft and related trades workers",2024,68.234
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_81,81 - Stationary plant and machine operators,2024,61.813
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_82,82 - Assemblers,2024,16.921
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_83,83 - Drivers and mobile plant operators,2024,158.328
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_91,91 - Cleaners and helpers,2024,147.596
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_92,"92 - Agricultural, forestry and fishery labourers",2024,6.232
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_93,"93 - Labourers in mining, construction, manufacturing and transport",2024,135.979
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_94,94 - Food preparation assistants,2024,33.347
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_95,95 - Street and related sales and service workers,2024,0.719
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_96,96 - Refuse workers and other elementary workers,2024,19.373
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_YGE15,15+,OC2_ISCO08_X,Not elsewhere classified,2020,3.071
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_TOTAL,Total,2024,465.472
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_01,01 - Commissioned armed forces officers,2023,
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_02,02 - Non-commissioned armed forces officers,2024,0.19
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_03,"03 - Armed forces occupations, other ranks",2024,1.065
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_11,"11 - Chief executives, senior officials and legislators",2024,0.496
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_12,12 - Administrative and commercial managers,2024,2.882
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_13,13 - Production and specialised services managers,2024,1.881
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_14,"14 - Hospitality, retail and other services managers",2024,1.007
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_21,21 - Science and engineering professionals,2024,5.167
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_22,22 - Health professionals,2024,4.949
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_23,23 - Teaching professionals,2024,17.27
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_24,24 - Business and administration professionals,2024,8.201
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_25,25 - Information and communications technology professionals,2024,9.362
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_26,"26 - Legal, social and cultural professionals",2024,5.051
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_31,31 - Science and engineering associate professionals,2024,33.16
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_32,32 - Health associate professionals,2024,13.095
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_33,33 - Business and administration associate professionals,2024,30.033
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_34,"34 - Legal, social, cultural and related associate professionals",2024,10.923
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_35,35 - Information and communications technicians,2024,5.267
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_41,41 - General and keyboard clerks,2024,28.622
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_42,42 - Customer services clerks,2024,13.927
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_43,43 - Numerical and material recording clerks,2024,13.444
AUT,Austria,A,Annual,EMP_TEMP_NB,Employment (previous ILO definition),AGE_YTHADULT_Y15-24,15-24,OC2_ISCO08_44,44 - Other clerical support workers,2024,4.091
