REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,EDU,EDU_LABEL,TIME_PERIOD,VALUE
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_TOTAL,Total,2024,7.819
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_BAS,Basic,2024,2.775
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2024,2.151
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_ADV,Advanced,2024,2.893
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_X,Level not stated,2023,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_TOTAL,Total,2024,14.704
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_1,1. Primary education,2024,3.412
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_2,2. Lower secondary education,2024,3.478
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_3,3. Upper secondary education,2024,3.209
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,2.044
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,1.545
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_7,7. Master's or equivalent level,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_9,9. Not elsewhere classified,2023,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_TOTAL,Total,2024,6.885
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_1,1. Primary education,2024,1.68
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_2,2. Lower secondary education,2024,2.436
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_3,3. Upper secondary education,2024,1.207
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,0.709
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_7,7. Master's or equivalent level,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_9,9. Not elsewhere classified,2023,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_TOTAL,Total,2024,7.819
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_1,1. Primary education,2024,1.733
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_2,2. Lower secondary education,2024,1.042
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_3,3. Upper secondary education,2024,2.002
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,1.335
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,1.194
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_7,7. Master's or equivalent level,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_9,9. Not elsewhere classified,2023,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_TOTAL,Total,2020,0.95
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_BAS,Basic,2020,0.357
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_INT,Intermediate,2020,0.357
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_ADV,Advanced,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_TOTAL,Total,2020,0.324
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_BAS,Basic,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_INT,Intermediate,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_ADV,Advanced,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_TOTAL,Total,2020,0.626
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_BAS,Basic,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2020,0.237
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_ADV,Advanced,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_TOTAL,Total,2020,0.95
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_2,2. Lower secondary education,2020,0.357
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_3,3. Upper secondary education,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_6,6. Bachelor's or equivalent level,2018,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_7,7. Master's or equivalent level,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_TOTAL,Total,2020,0.324
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_2,2. Lower secondary education,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_3,3. Upper secondary education,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_6,6. Bachelor's or equivalent level,2018,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_7,7. Master's or equivalent level,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_TOTAL,Total,2020,0.626
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_2,2. Lower secondary education,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_3,3. Upper secondary education,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_6,6. Bachelor's or equivalent level,2018,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_7,7. Master's or equivalent level,2020,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_8,8. Doctoral or equivalent level,2019,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_8,8. Doctoral or equivalent level,2019,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_8,8. Doctoral or equivalent level,2019,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_TOTAL,Total,2024,8.413
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_BAS,Basic,2024,4.066
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_INT,Intermediate,2024,2.057
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_ADV,Advanced,2024,2.291
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_X,Level not stated,2020,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_TOTAL,Total,2024,4.339
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_BAS,Basic,2024,2.019
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_INT,Intermediate,2024,1.302
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_ADV,Advanced,2024,1.018
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_X,Level not stated,2020,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_TOTAL,Total,2024,4.075
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_BAS,Basic,2024,2.047
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2024,0.754
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_ADV,Advanced,2024,1.273
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_X,Level not stated,2020,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_TOTAL,Total,2024,8.413
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_1,1. Primary education,2024,1.835
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_2,2. Lower secondary education,2024,2.231
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_3,3. Upper secondary education,2024,2.057
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,1.107
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_7,7. Master's or equivalent level,2024,0.789
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_9,9. Not elsewhere classified,2020,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_TOTAL,Total,2024,4.339
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_1,1. Primary education,2024,1.138
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_2,2. Lower secondary education,2024,0.881
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_3,3. Upper secondary education,2024,1.302
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_7,7. Master's or equivalent level,2024,0.533
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_9,9. Not elsewhere classified,2020,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_TOTAL,Total,2024,4.075
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_1,1. Primary education,2024,0.696
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_2,2. Lower secondary education,2024,1.351
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_3,3. Upper secondary education,2024,0.754
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,0.943
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_7,7. Master's or equivalent level,2024,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_9,9. Not elsewhere classified,2020,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_TOTAL,Total,2024,17.491
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_BAS,Basic,2024,7.752
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_INT,Intermediate,2024,6.421
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_ADV,Advanced,2024,3.318
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_TOTAL,Total,2024,9.596
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_BAS,Basic,2024,3.677
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_INT,Intermediate,2024,3.782
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_ADV,Advanced,2024,2.137
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_TOTAL,Total,2024,7.895
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_BAS,Basic,2024,4.075
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2024,2.639
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_ADV,Advanced,2024,1.18
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_TOTAL,Total,2024,17.491
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_1,1. Primary education,2024,2.892
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_2,2. Lower secondary education,2024,4.861
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_3,3. Upper secondary education,2024,6.421
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2018,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,1.025
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,1.283
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_7,7. Master's or equivalent level,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_TOTAL,Total,2024,9.596
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_1,1. Primary education,2024,1.565
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_2,2. Lower secondary education,2024,2.112
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_3,3. Upper secondary education,2024,3.782
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2018,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,1.074
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_7,7. Master's or equivalent level,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_TOTAL,Total,2024,7.895
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_1,1. Primary education,2024,1.327
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_2,2. Lower secondary education,2024,2.748
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_3,3. Upper secondary education,2024,2.639
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_4,4. Post-secondary non-tertiary education,2018,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_5,5. Short-cycle tertiary education,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_6,6. Bachelor's or equivalent level,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_7,7. Master's or equivalent level,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_ISCED11_8,8. Doctoral or equivalent level,2024,
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_TOTAL,Total,2024,22.05
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_LTB,Less than basic,2024,
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_BAS,Basic,2024,3.591
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_INT,Intermediate,2024,12.497
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_AGGREGATE_ADV,Advanced,2024,5.925
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_TOTAL,Total,2024,7.689
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_LTB,Less than basic,2024,
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_BAS,Basic,2024,1.468
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_INT,Intermediate,2024,4.12
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,EDU_AGGREGATE_ADV,Advanced,2024,2.063
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_TOTAL,Total,2024,14.361
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_LTB,Less than basic,2024,
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_BAS,Basic,2024,2.123
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_INT,Intermediate,2024,8.376
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,EDU_AGGREGATE_ADV,Advanced,2024,3.862
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_TOTAL,Total,2024,22.05
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_X,X. No schooling,2020,0.708
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,EDU_ISCED11_1,1. Primary education,2024,2.291
