REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,CBR,CBR_LABEL,TIME_PERIOD,VALUE
KEN,Kenya,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,CBR_BIR_FOREIGN,Foreign-born,2022,
KEN,Kenya,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,CBR_BIR_X,Status unknown,2019,
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,CBR_BIR_TOTAL,Total,2024,2591.414
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,CBR_BIR_NATIVE,Native-born,2024,2524.255
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_T,Total,CBR_BIR_FOREIGN,Foreign-born,2024,67.159
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,CBR_BIR_TOTAL,Total,2024,1612.634
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,CBR_BIR_NATIVE,Native-born,2024,1566.747
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_M,Male,CBR_BIR_FOREIGN,Foreign-born,2024,45.887
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,CBR_BIR_TOTAL,Total,2024,978.78
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,CBR_BIR_NATIVE,Native-born,2024,957.507
TUR,Türkiye,A,Annual,EMP_STEM_NB,Employment in STEM occupations (previous ILO definition),SEX_F,Female,CBR_BIR_FOREIGN,Foreign-born,2024,21.272
