conf_thresh,iou_thresh,kp_conf_thresh,AP,AP_50,AP_75,AR,fps,total_detections,image_detection_rate
0.1,0.3,0.3,0.6215597651890932,0.8559365458713235,0.6868034151204921,0.6910894206549119,35.15217760022608,7715,0.9961636828644501
